run_dir,layer,part,head,steps_in_name,mode,steps,seq_len,batch_size,accum,lr,mu,lambda_init,final_lambda_mean,final_lambda_list,mean_lm,mean_off,time_s,apc_before,apc_after,delta_apc,phi_before,var2_before,var3_before
/Users/user/projects/PLL_paper/runs/pla_l0_v_h3_n7_mu001_l010_steps600_oonly,10,v_proj,3,600,oonly,600,512,1,4,0.0005,0.01,0.1,0.1313391625881195,0.1313,15.850963965654373,4.374576270182928,12319.049047708511,0.19947891222927863,0.20696954893339847,0.007490636704119841,2.1467549799530254,0.026964499770171364,0.038850174399216175
/Users/user/projects/PLL_paper/runs/pla_l0_v_h3_n7_mu001_l010_steps200_oonly,10,v_proj,3,200,oonly,200,512,1,4,0.0005,0.01,0.1,0.10962539166212082,0.1096,15.854889298677444,4.476307691335678,5723.786956071854,0.19947891222927863,0.20094447158443252,0.0014655593551538837,2.1467549799530254,0.026964499770171364,0.038850174399216175
/Users/user/projects/PLL_paper/runs/pla_l0_v_h3_n7_mu002_l015_steps300_all,15,v_proj,3,300,all,300,512,1,4,0.0005,0.02,0.15,0.17052802443504333,0.1705,15.83625688314438,3.940494958957036,5739.374308109283,0.2061553492916463,0.19491939423546653,-0.011235955056179775,2.1467549799530254,0.026964499770171364,0.038850174399216175
/Users/user/projects/PLL_paper/runs/pla_l0_o_h8_n7_mu002_l015_steps600_all,15,o_proj,8,600,all,600,512,1,4,0.0005,0.02,0.15,0.14126279950141907,0.1413,15.900868168274561,0.866831824456652,6244.861288070679,0.16853932584269662,,,3.944444109507185,0.07521845103155501,0.11013926193582074
